II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
2.187,0.387,-4.03,-0.158,0.0,0.528,0.564,0.0,0.476,0.943,0.0
2.186,0.387,-4.032,-0.158,0.0,0.0,0.407,0.0,0.47,0.942,0.0
2.186,0.387,-4.032,-0.158,0.0,0.0,0.409,0.0,0.47,0.934,0.0
2.186,0.387,-4.032,-0.158,0.0,0.0,0.412,0.0,0.467,0.931,0.0
2.186,0.387,-4.032,-0.158,0.0,0.0,0.412,0.0,0.463,0.931,0.0
2.186,0.387,-4.032,-0.158,0.0,0.0,0.412,0.0,0.456,0.926,0.0
2.186,0.387,-4.032,-0.158,0.0,0.0,0.412,0.0,0.463,0.931,0.0
2.184,0.387,-4.032,-0.158,0.0,0.528,0.412,0.0,0.455,0.93,0.0
2.183,0.387,-4.032,-0.158,0.0,0.53,0.412,0.0,0.454,0.923,0.0
2.183,0.387,-4.036,-0.158,0.0,0.0,0.412,0.0,0.454,0.926,0.0
2.185,0.387,-4.038,-0.158,0.0,0.0,-0.005,0.0,0.454,0.927,0.0
2.187,0.387,-4.038,-0.158,0.0,0.0,-0.171,0.0,0.454,0.918,0.0
2.183,0.387,-4.038,-0.158,0.0,0.0,-0.008,0.0,0.45,0.925,0.0
2.183,0.387,-4.038,-0.158,0.0,0.0,0.323,0.0,0.451,0.923,0.0
2.18,0.387,-4.038,-0.158,0.0,0.0,0.604,2.622,0.449,0.92,0.0
2.182,0.387,-4.038,-0.158,0.0,0.0,0.604,2.622,0.443,0.92,0.0
2.183,0.387,-4.035,-0.158,0.0,0.0,0.445,2.622,0.448,0.92,0.0
2.186,0.387,-4.031,-0.158,0.0,0.0,0.412,2.622,0.0,0.92,0.0
2.189,0.387,-4.029,-0.158,0.0,0.0,0.412,2.622,0.443,0.918,0.0
2.189,0.387,-4.029,-0.158,0.0,0.0,0.412,2.622,0.444,0.917,0.0
2.188,0.387,-4.027,-0.158,0.0,0.0,0.412,2.622,0.443,0.917,0.0
2.186,0.387,-4.028,-0.158,0.0,0.0,0.0,0.0,0.443,0.917,0.0
2.183,0.387,-4.029,-0.158,0.0,0.0,0.0,0.0,0.443,0.912,0.0
2.188,0.387,-4.028,-0.158,0.0,0.0,0.0,0.0,0.441,0.912,0.0
2.193,0.387,-4.027,-0.158,0.0,0.0,0.0,0.0,0.443,0.917,0.0
2.193,0.387,-4.029,-0.158,0.0,0.0,0.0,0.0,0.44,0.915,0.0
0.0,0.387,-4.031,-0.158,0.0,0.0,0.0,2.622,0.437,0.914,0.0
0.0,0.387,-4.032,-0.158,0.0,0.0,0.393,2.622,0.443,0.914,0.0
0.0,0.387,-4.032,-0.158,0.0,0.0,0.393,2.622,0.439,0.916,0.0
0.0,0.387,-4.032,-0.158,0.0,0.0,0.393,2.622,0.437,0.914,0.0
0.0,0.387,0.0,-0.158,0.0,0.0,0.393,0.0,0.437,0.914,0.0
0.0,0.387,0.0,-0.158,0.0,0.0,0.393,0.0,0.437,0.914,0.0
0.0,0.387,0.0,-0.158,0.0,0.0,0.518,0.0,0.437,0.912,0.0
2.145,0.387,0.0,-0.158,0.0,0.528,0.635,0.0,-2.131,0.917,0.0
2.146,0.387,0.0,-0.158,0.0,0.528,0.542,0.0,0.371,0.917,0.0
2.147,0.387,0.0,-0.158,0.0,0.528,0.393,0.0,-1.347,0.917,0.0
2.148,0.387,0.0,-0.158,0.0,0.527,0.393,0.0,-1.667,0.912,0.0
2.146,0.387,0.0,-0.158,0.0,0.527,0.393,0.0,-1.051,0.914,0.0
2.146,0.387,0.0,-0.158,0.0,0.53,0.496,0.0,0.432,0.914,0.0
2.146,0.387,0.0,-0.158,0.0,0.0,0.381,0.0,0.437,0.914,0.0
2.146,0.387,0.0,-0.158,0.0,0.0,0.198,0.0,0.437,0.914,0.0
2.146,0.387,0.0,-0.158,0.0,0.0,0.462,0.0,0.434,0.914,0.0
2.146,0.387,0.0,-0.157,0.0,0.0,0.916,0.0,0.433,0.916,0.0
2.146,0.387,0.0,-0.156,0.0,0.0,0.926,0.0,0.431,0.911,0.0
2.146,0.387,0.0,-0.156,0.0,0.0,0.926,0.0,0.431,0.908,0.0
2.146,0.387,-4.032,-0.155,0.0,0.0,0.926,0.0,0.431,0.909,0.0
2.146,0.387,-4.032,-0.155,0.0,0.0,0.926,0.0,0.431,0.909,0.0
2.146,0.387,-4.032,-0.153,0.0,0.0,0.926,0.0,-0.582,0.909,0.0
2.146,0.387,-4.032,-0.152,0.0,0.0,0.876,0.0,-1.795,0.909,0.0
2.146,0.387,-4.032,-0.151,0.0,0.0,0.421,0.0,-1.795,0.909,0.0
2.146,0.387,0.0,-0.15,0.0,0.0,0.249,0.0,-1.18,0.908,0.0
2.146,0.387,0.0,-0.149,0.0,0.0,0.443,0.0,-1.8,0.908,0.0
2.146,0.387,0.0,-0.15,0.0,0.0,0.476,0.0,-2.54,0.909,0.0
2.146,0.387,0.0,-0.151,0.0,0.0,0.323,0.0,-1.885,0.909,0.0
2.146,0.387,0.0,-0.151,0.0,0.0,0.206,0.0,-2.539,0.909,0.0
2.146,0.387,0.0,-0.152,0.0,0.0,0.204,0.0,-1.061,0.909,0.0
2.146,0.387,0.0,-0.152,0.0,0.0,0.207,0.0,-1.944,0.909,0.0
2.146,0.387,0.0,-0.152,0.0,0.0,0.344,0.0,-2.414,0.909,0.0
2.146,0.387,0.0,-0.152,0.0,0.0,0.387,0.0,-1.254,0.907,0.0
2.146,0.387,0.0,-0.152,0.0,0.0,0.471,0.0,-1.293,0.901,0.0
2.146,0.387,0.0,-0.152,0.0,0.0,0.568,0.0,-3.763,0.91,0.0
2.146,0.387,0.0,-0.153,0.0,0.0,0.57,0.0,-4.028,0.909,0.0
2.146,0.387,0.0,-0.153,0.0,0.0,0.559,0.0,-3.976,0.909,0.0
2.146,0.387,0.0,-0.154,0.0,0.0,0.252,0.0,-1.807,0.907,0.0
2.146,0.387,0.0,-0.154,0.0,0.0,0.204,0.0,-1.929,0.903,0.0
2.146,0.387,0.0,-0.155,0.0,0.0,0.206,0.0,-1.999,0.903,0.0
2.148,0.387,0.0,-0.156,0.0,0.0,0.284,0.0,-2.032,0.903,0.0
2.152,0.387,0.0,-0.157,0.0,0.0,0.387,0.0,-1.896,0.903,1.444
2.152,0.387,0.0,-0.159,0.0,0.0,0.387,0.0,-1.807,0.903,1.451
2.148,0.387,0.0,-0.16,0.0,0.0,0.387,0.0,-1.807,0.903,1.458
2.146,0.387,0.0,-0.161,0.0,0.0,0.387,0.0,-1.369,0.903,1.456
2.146,0.387,0.0,-0.161,0.0,0.0,0.511,0.0,-1.19,0.903,1.452
2.149,0.387,0.0,-0.161,0.0,0.0,0.566,0.0,-1.809,0.903,1.447
2.151,0.387,0.0,-0.161,0.0,0.0,0.566,0.0,-2.32,0.903,0.0
2.154,0.387,0.0,-0.161,0.0,0.0,0.478,0.0,-1.807,0.903,0.0
2.154,0.387,0.0,-0.16,0.0,0.0,0.225,0.0,-2.413,0.905,1.447
2.152,0.387,0.0,-0.159,0.0,0.0,0.375,0.0,-1.795,0.911,0.0
2.15,0.387,0.0,-0.158,0.0,0.0,0.384,0.0,-1.783,0.92,0.0
2.155,0.387,0.0,-0.156,0.0,0.0,0.384,0.0,-1.535,0.917,0.0
2.165,0.387,0.0,-0.155,0.0,0.0,0.384,0.0,-1.796,0.91,0.0
2.177,0.387,0.0,-0.154,0.0,0.0,0.321,0.0,-2.139,0.901,0.0
2.182,0.387,0.0,-0.153,0.0,0.0,0.245,0.0,-1.128,0.903,0.0
2.176,0.387,0.0,-0.152,0.0,0.0,0.387,0.0,-1.603,0.902,0.0
2.165,0.387,0.0,-0.151,0.0,0.0,0.387,0.0,-2.275,0.897,0.0
2.157,0.387,0.0,-0.149,0.0,0.0,0.249,0.0,-1.626,0.891,0.0
2.153,0.387,0.0,-0.15,0.0,0.0,0.316,0.0,-1.827,0.889,0.0
2.149,0.387,0.0,-0.151,0.0,0.0,0.384,0.0,-2.368,0.889,1.447
2.142,0.387,0.0,-0.153,0.0,0.0,0.384,0.0,-0.53,0.879,0.0
2.138,0.387,0.0,-0.154,0.0,0.0,0.384,0.0,-2.373,0.882,0.0
2.143,0.387,0.0,-0.155,0.0,0.0,0.384,0.0,-1.673,0.886,1.507
2.145,0.387,0.0,-0.154,0.0,0.0,0.384,0.0,-1.147,0.886,0.0
2.148,0.387,0.0,-0.152,0.0,0.0,0.384,0.0,-2.018,0.886,1.975
2.15,0.387,0.0,-0.151,0.0,0.0,0.384,0.0,-1.775,0.889,2.114
2.153,0.387,0.0,-0.15,0.0,0.0,0.384,0.0,-1.443,0.893,2.206
2.153,0.387,0.0,-0.149,0.0,0.0,0.384,0.0,-1.184,0.904,2.099
2.15,0.387,0.0,-0.146,0.0,0.0,0.384,0.0,-1.297,0.952,1.825
2.154,0.387,0.0,-0.143,0.0,0.0,0.384,0.0,0.0,0.0,1.576
2.149,0.387,0.0,-0.14,0.0,0.0,0.384,0.0,0.0,0.0,1.555
2.144,0.387,0.0,-0.137,0.0,0.0,0.756,0.0,0.0,0.0,1.544
2.147,0.387,0.0,-0.134,0.0,0.0,0.627,0.0,1.477,0.0,1.522
2.152,0.387,0.0,-0.132,0.0,0.0,0.384,0.0,1.414,0.0,1.506
2.152,0.387,0.0,-0.129,0.0,0.0,0.384,0.0,0.0,0.0,1.494
2.151,0.387,0.0,-0.127,0.0,0.0,0.384,0.0,-2.498,1.05,1.488
2.156,0.387,0.0,-0.124,0.0,0.0,0.384,0.0,-1.495,1.047,1.487
2.16,0.387,0.0,-0.123,0.0,0.0,0.384,0.0,-1.618,1.015,1.483
2.157,0.387,0.0,-0.123,0.0,0.0,0.384,0.0,-1.766,0.984,1.481
2.157,0.387,0.0,-0.122,0.0,0.0,0.384,0.0,-1.848,0.965,1.487
2.157,0.387,0.0,-0.121,0.0,0.0,0.384,0.0,-2.002,0.958,1.487
2.155,0.387,0.0,-0.121,0.0,0.0,0.384,0.0,-2.232,0.95,1.491
2.158,0.387,0.0,-0.121,0.0,0.0,0.372,0.0,-1.571,0.948,1.493
2.166,0.387,0.0,-0.122,0.0,0.0,0.218,0.0,-1.466,0.947,1.494
2.174,0.387,0.0,-0.122,0.0,0.0,0.34,0.0,-2.105,0.954,1.5
2.164,0.387,0.0,-0.123,0.0,0.0,0.0,0.0,-1.649,0.954,1.507
0.0,0.387,0.0,-0.124,0.0,0.0,0.0,0.0,-1.456,0.958,1.51
0.0,0.387,0.0,-0.126,0.0,0.0,0.0,0.0,-1.816,0.961,1.512
0.0,0.387,0.0,-0.128,0.0,0.0,0.0,0.0,-0.887,0.967,1.519
1.782,0.387,0.0,-0.131,0.0,0.0,0.0,0.0,-1.538,0.976,1.523
1.703,0.387,0.0,-0.133,0.0,0.0,0.0,0.0,-1.718,0.988,1.531
1.657,0.387,0.0,-0.135,0.0,0.0,0.0,0.0,-1.931,0.994,1.539
1.633,0.387,0.0,-0.137,0.0,0.0,0.0,0.0,-1.624,1.009,1.544
1.619,0.387,0.0,-0.139,0.0,0.0,0.92,0.0,-1.725,1.02,1.553
1.639,0.387,0.0,-0.141,0.0,0.0,0.92,0.0,-1.907,1.031,1.563
1.717,0.387,0.0,-0.142,0.0,0.0,0.92,0.0,-1.756,1.046,1.581
1.89,0.387,0.0,-0.144,0.0,0.0,0.923,0.0,-1.531,1.061,1.596
1.982,0.387,0.0,-0.145,0.0,0.0,0.0,0.0,-1.812,1.081,1.608
2.044,0.387,-4.026,-0.146,0.0,0.0,0.0,0.0,-2.004,1.099,1.619
2.089,0.387,0.0,-0.147,0.0,0.0,0.0,0.0,-1.717,1.129,1.641
2.119,0.387,0.0,-0.149,0.0,0.0,0.925,0.0,-1.625,1.154,1.667
2.138,0.387,0.0,-0.15,0.0,0.0,0.388,0.0,-1.76,1.19,1.687
2.15,0.387,0.0,-0.151,0.0,0.0,0.0,0.0,-1.175,1.23,1.712
2.155,0.387,0.0,-0.152,0.0,0.0,0.0,0.0,-1.349,1.272,1.733
2.162,0.387,-4.021,-0.153,0.0,0.0,0.0,0.0,-1.12,1.311,1.748
2.174,0.387,-4.021,-0.155,0.0,0.0,-1.201,0.0,-1.429,1.35,1.758
2.181,0.387,-4.021,-0.155,0.0,0.0,-1.206,0.0,-1.321,1.385,1.764
2.186,0.387,-4.021,-0.156,0.0,0.0,-1.212,0.0,-1.701,1.409,1.763
2.187,0.387,-4.021,-0.157,0.0,0.0,-1.217,0.0,-1.52,1.423,1.749
2.184,0.387,-4.021,-0.157,0.0,0.0,0.0,0.0,-1.328,1.415,1.724
2.181,0.387,0.0,-0.158,0.0,0.0,0.0,0.0,-0.914,1.385,1.691
2.186,0.387,0.0,-0.157,0.0,0.0,0.0,0.0,-1.245,1.338,1.652
2.189,0.387,0.0,-0.157,0.0,0.0,0.0,0.0,-1.554,1.263,1.616
2.186,0.387,-4.015,-0.156,0.0,0.0,0.0,0.0,-1.15,1.183,1.582
0.0,0.387,-4.01,-0.155,0.0,0.0,0.0,0.0,-1.583,1.122,1.548
0.0,0.387,-4.009,-0.155,0.0,0.0,0.0,0.0,-1.6,1.054,1.521
2.186,0.387,-4.009,-0.155,0.0,0.0,0.0,0.0,-1.846,0.998,1.502
0.0,0.387,-4.009,-0.155,0.0,0.0,0.0,0.0,-2.17,0.963,1.488
0.0,0.387,-4.008,-0.155,0.0,0.0,0.0,0.0,-2.042,0.933,1.478
0.0,0.387,-4.003,-0.155,0.0,0.0,0.0,0.0,-2.059,0.914,1.471
0.0,0.387,-3.996,-0.155,0.0,0.0,0.0,0.0,-2.156,0.903,1.467
2.192,0.387,-3.991,-0.154,0.0,0.0,0.0,0.0,-2.162,0.894,1.464
2.192,0.387,-3.991,-0.153,0.0,0.0,0.0,0.0,-2.165,0.889,1.464
2.192,0.387,-3.992,-0.153,0.0,0.0,0.0,0.0,-2.673,0.89,1.463
2.192,0.387,-3.994,-0.152,0.0,0.0,0.0,0.0,-2.241,0.886,1.469
0.0,0.387,-4.006,-0.152,0.0,0.0,0.0,0.0,-2.654,0.891,1.465
0.0,0.387,-4.009,-0.153,0.0,0.0,0.0,0.0,-2.033,0.891,1.469
0.0,0.387,-4.007,-0.154,0.0,0.0,0.0,0.0,-2.169,0.894,1.47
0.0,0.387,-4.008,-0.154,0.0,0.0,0.0,0.0,-2.075,0.894,1.471
0.0,0.387,-4.011,-0.155,0.0,0.0,0.0,0.0,-2.117,0.893,1.477
0.0,0.387,-4.015,-0.155,0.0,0.0,0.0,0.0,-2.163,0.895,0.0
0.0,0.387,-4.015,-0.156,0.0,0.0,0.0,0.0,-2.162,0.897,0.0
2.196,0.387,-4.017,-0.156,0.0,0.0,0.0,0.0,-2.639,0.898,1.479
2.193,0.387,-4.021,-0.157,0.0,0.0,0.0,0.0,-2.337,0.9,1.481
0.0,0.387,-4.022,-0.158,0.0,0.0,0.0,0.0,-2.523,0.897,1.481
0.0,0.387,-4.022,-0.158,0.0,0.0,0.0,0.0,-2.658,0.894,1.48
2.197,0.387,-4.026,-0.158,0.37,1.557,-1.19,2.679,-2.194,0.896,1.476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
